date,price,volume,vix,dxy,fng,hashrate,difficulty,active_addresses,fees_btc,tx_count,funding_mean,funding_abs
2017-10-29,6153.85009765625,2859040000,9.80000019073486,94.9199981689453,,11122042.8010922,1452839779145,,,,,
2017-10-30,6130.52978515625,1772150016,10.5,94.4899978637695,,10616495.4010426,1452839779145,,,,,
2017-10-31,6468.39990234375,2311379968,10.1800003051758,94.5500030517578,,9966505.88669303,1452839779145,,,,,
2017-11-01,6767.31005859375,2870320128,10.1999998092651,94.8199996948242,,7872095.2293445,1452839779145,,,,,
2017-11-02,7078.5,4653770240,9.93000030517578,94.6900024414063,,10833158.5724924,1452839779145,,,,,
2017-11-03,7207.759765625,3369860096,9.14000034332275,94.9400024414063,,8594305.80084399,1452839779145,,,,,
2017-11-04,7379.9501953125,2483800064,9.14000034332275,94.9400024414063,,9388737.42949343,1452839779145,,,,,
2017-11-05,7407.41015625,2380410112,9.14000034332275,94.9400024414063,,10183169.0581429,1452839779145,,,,,
2017-11-06,7022.759765625,3111899904,9.39999961853027,94.7200012207031,,9605400.60094328,1452839779145,,,,,
2017-11-07,7144.3798828125,2326340096,9.89000034332275,94.9100036621094,,11266484.9153921,1452839779145,,,,,
2017-11-08,7459.68994140625,4602200064,9.77999973297119,94.870002746582,,10399832.2295927,1452839779145,,,,,
2017-11-09,7143.580078125,3226249984,10.5,94.4400024414062,,11049821.7439423,1452839779145,,,,,
2017-11-10,6618.14013671875,5208249856,11.289999961853,94.3899993896484,,8139094.7449613,1423367213138.33,,,,,
2017-11-11,6357.60009765625,4908680192,11.289999961853,94.3899993896484,,5426063.16330753,1364422081125,,,,,
2017-11-12,5950.06982421875,8957349888,11.289999961853,94.3899993896484,,5426063.16330753,1364422081125,,,,,
2017-11-13,6559.490234375,6263249920,11.5,94.4899978637695,,9495610.53578818,1364422081125,,,,,
2017-11-14,6635.75,3197110016,11.5900001525879,93.8300018310547,,8681701.06129205,1364422081125,,,,,
2017-11-15,7315.5400390625,4200880128,13.1300001144409,93.8099975585938,,10309520.0102843,1364422081125,,,,,
2017-11-16,7871.68994140625,5123809792,11.7600002288818,93.9300003051758,,10309520.0102843,1364422081125,,,,,
2017-11-17,7708.990234375,4651670016,11.4300003051758,93.6600036621094,,11326906.8534045,1364422081125,,,,,
2017-11-18,7790.14990234375,3667190016,11.4300003051758,93.6600036621094,,9224307.3776228,1364422081125,,,,,
2017-11-19,8036.490234375,3149319936,11.4300003051758,93.6600036621094,,10852126.3266151,1364422081125,,,,,
2017-11-20,8200.6396484375,3488450048,10.6499996185303,94.0800018310547,,11869513.1697352,1364422081125,,,,,
2017-11-21,8071.259765625,4277609984,9.72999954223633,93.9499969482422,,11733861.5906525,1364422081125,,,,,
2017-11-22,8253.5498046875,3633530112,9.88000011444092,93.2200012207031,,8342572.11358533,1364422081125,,,,,
2017-11-23,8038.77001953125,4225179904,9.88000011444092,93.2200012207031,,10648648.957991,1364422081125,,,,,
2017-11-24,8253.6904296875,5058610176,9.67000007629395,92.7600021362305,,9977010.84137572,1361966821649.11,,,,,
2017-11-25,8790.919921875,4342060032,9.67000007629395,92.7600021362305,,10445729.4715075,1347001430558,,,,,
2017-11-26,9330.5498046875,5475579904,9.67000007629395,92.7600021362305,,10244850.0585939,1347001430558,,,,,
