date,dxy
2015-01-02,91.0800018310547
2015-01-04,
2015-01-05,91.379997253418
2015-01-06,91.5
2015-01-07,91.8899993896484
2015-01-08,92.370002746582
2015-01-09,91.9400024414062
2015-01-11,
2015-01-12,91.9800033569336
2015-01-13,92.3099975585938
2015-01-14,92.1600036621094
2015-01-15,92.3499984741211
2015-01-16,92.5199966430664
2015-01-18,
2015-01-20,93.0500030517578
2015-01-21,92.9000015258789
2015-01-22,94.2399978637695
2015-01-23,95
2015-01-25,
2015-01-26,94.8000030517578
2015-01-27,94.0199966430664
2015-01-28,94.4700012207031
2015-01-29,94.7799987792969
2015-01-30,94.8000030517578
2015-02-01,
2015-02-02,94.5
2015-02-03,93.5999984741211
2015-02-04,93.9899978637695
2015-02-05,94.6999969482422
2015-02-06,94.6999969482422
2015-02-08,
2015-02-09,94.4499969482422
2015-02-10,94.7600021362305
2015-02-11,94.9899978637695
2015-02-12,94.0899963378906
2015-02-13,94.1999969482422
2015-02-15,
2015-02-17,94.0599975585937
2015-02-18,94.1999969482422
2015-02-19,94.4000015258789
2015-02-20,94.25
2015-02-22,
2015-02-23,94.5699996948242
2015-02-24,94.4899978637695
2015-02-25,94.2099990844727
2015-02-26,95.2900009155274
2015-02-27,95.25
2015-03-01,
2015-03-02,95.4599990844727
2015-03-03,95.379997253418
2015-03-04,95.9700012207031
2015-03-05,96.379997253418
2015-03-06,97.620002746582
2015-03-08,
2015-03-09,97.5899963378906
2015-03-10,98.620002746582
2015-03-11,99.8000030517578
2015-03-12,99.1500015258789
2015-03-13,100.330001831055
2015-03-15,
2015-03-16,99.5999984741211
2015-03-17,99.5899963378906
2015-03-18,98.5500030517578
2015-03-19,99.0999984741211
2015-03-20,97.9100036621094
2015-03-22,
2015-03-23,97.0299987792969
2015-03-24,97.1900024414063
2015-03-25,96.9800033569336
2015-03-26,97.4400024414063
2015-03-27,97.2900009155273
2015-03-29,
2015-03-30,97.9800033569336
2015-03-31,98.3600006103516
2015-04-01,98.1900024414062
2015-04-02,97.4400024414063
2015-04-05,
2015-04-06,97.1100006103516
2015-04-07,97.8300018310547
2015-04-08,98.0699996948242
2015-04-09,99.1600036621094
2015-04-10,99.3899993896484
2015-04-12,
2015-04-13,99.4899978637695
2015-04-14,98.7600021362305
2015-04-15,98.3300018310547
2015-04-16,97.4199981689453
2015-04-17,97.5199966430664
2015-04-19,
2015-04-20,97.9400024414063
2015-04-21,97.9800033569336
2015-04-22,98.0199966430664
2015-04-23,97.2799987792969
2015-04-24,96.9199981689453
2015-04-26,
2015-04-27,96.7699966430664
2015-04-28,96.0899963378906
2015-04-29,95.120002746582
2015-04-30,94.5999984741211
2015-05-01,95.3000030517578
2015-05-03,
2015-05-04,95.4800033569336
2015-05-05,95.129997253418
2015-05-06,94.129997253418
2015-05-07,94.620002746582
2015-05-08,94.7900009155273
2015-05-10,
2015-05-11,95.0100021362305
2015-05-12,94.5299987792969
2015-05-13,93.620002746582
2015-05-14,93.3600006103516
2015-05-15,93.1399993896484
2015-05-17,
2015-05-18,94.1900024414062
2015-05-19,95.2699966430664
2015-05-20,95.4499969482422
2015-05-21,95.2600021362305
2015-05-22,96.0100021362305
2015-05-24,
2015-05-26,97.3000030517578
2015-05-27,97.370002746582
2015-05-28,96.9700012207031
2015-05-29,96.9100036621094
2015-05-31,
2015-06-01,97.3899993896485
2015-06-02,95.8399963378906
2015-06-03,95.4700012207031
2015-06-04,95.4599990844727
2015-06-05,96.3099975585938
2015-06-07,
2015-06-08,95.3000030517578
2015-06-09,95.1699981689453
2015-06-10,94.6500015258789
2015-06-11,94.9800033569336
2015-06-12,94.9700012207031
2015-06-14,
2015-06-15,94.8099975585938
2015-06-16,95
2015-06-17,94.3000030517578
2015-06-18,94.0400009155274
2015-06-19,94.0899963378906
2015-06-21,
2015-06-22,94.3300018310547
2015-06-23,95.4300003051758
2015-06-24,95.2600021362305
2015-06-25,95.1900024414063
2015-06-26,95.4700012207031
2015-06-28,
2015-06-29,94.7900009155273
2015-06-30,95.4899978637695
2015-07-01,96.3099975585938
2015-07-02,96.1100006103516
2015-07-05,
2015-07-06,96.3000030517578
2015-07-07,96.870002746582
2015-07-08,96.2900009155273
2015-07-09,96.6100006103516
2015-07-10,96.0299987792969
2015-07-12,
2015-07-13,96.8600006103516
2015-07-14,96.6399993896484
2015-07-15,97.129997253418
2015-07-16,97.6600036621094
2015-07-17,97.8600006103516
2015-07-19,
2015-07-20,98.0299987792969
2015-07-21,97.3300018310547
2015-07-22,97.5999984741211
2015-07-23,97.120002746582
2015-07-24,97.2399978637695
2015-07-26,
2015-07-27,96.5
2015-07-28,96.7699966430664
2015-07-29,96.9800033569336
2015-07-30,97.5599975585938
2015-07-31,97.370002746582
2015-08-02,
2015-08-03,97.4899978637695
2015-08-04,97.9300003051758
2015-08-05,97.9599990844727
2015-08-06,97.8300018310547
2015-08-07,97.5599975585938
2015-08-09,
2015-08-10,97.1600036621094
2015-08-11,97.2900009155273
2015-08-12,96.2600021362305
2015-08-13,96.4499969482422
2015-08-14,96.5699996948242
2015-08-16,
2015-08-17,96.8199996948242
2015-08-18,96.9700012207031
2015-08-19,96.4599990844727
2015-08-20,95.75
2015-08-21,94.8300018310547
2015-08-23,
2015-08-24,93.3099975585938
2015-08-25,94.5299987792969
2015-08-26,95.0999984741211
2015-08-27,95.6100006103516
2015-08-28,96.1100006103516
2015-08-30,
2015-08-31,95.9499969482422
2015-09-01,95.4499969482422
2015-09-02,95.8300018310547
2015-09-03,96.4100036621094
2015-09-04,96.2300033569336
2015-09-06,
2015-09-08,95.879997253418
2015-09-09,96.0100021362305
2015-09-10,95.4599990844727
2015-09-11,95.1900024414063
2015-09-13,
2015-09-14,95.25
2015-09-15,95.6100006103516
2015-09-16,95.4199981689453
2015-09-17,94.5500030517578
2015-09-18,94.8600006103516
2015-09-20,
2015-09-21,95.8899993896484
2015-09-22,96.2799987792969
2015-09-23,96.0699996948242
2015-09-24,95.9899978637695
2015-09-25,96.2699966430664
2015-09-27,
2015-09-28,96.0299987792969
2015-09-29,95.8899993896484
2015-09-30,96.3499984741211
2015-10-01,96.1900024414063
2015-10-02,95.8300018310547
2015-10-04,
2015-10-05,96.1100006103516
2015-10-06,95.4599990844727
2015-10-07,95.5
2015-10-08,95.3199996948242
2015-10-09,94.8099975585938
2015-10-11,
2015-10-12,94.8399963378906
2015-10-13,94.7600021362305
2015-10-14,93.9300003051758
2015-10-15,94.370002746582
2015-10-16,94.5400009155273
2015-10-18,
2015-10-19,94.9599990844727
2015-10-20,94.8499984741211
2015-10-21,95.0500030517578
2015-10-22,96.3399963378906
2015-10-23,97.0699996948242
2015-10-25,
2015-10-26,96.8600006103516
2015-10-27,96.9100036621094
2015-10-28,97.7799987792969
2015-10-29,97.2799987792969
2015-10-30,96.9499969482422
2015-11-01,
2015-11-02,96.9300003051758
2015-11-03,97.1600036621094
2015-11-04,97.9499969482422
2015-11-05,97.9400024414063
2015-11-06,99.1600036621094
2015-11-08,
2015-11-09,98.9800033569336
2015-11-10,99.2900009155274
2015-11-11,99.0100021362305
2015-11-12,98.6500015258789
2015-11-13,98.9899978637695
2015-11-15,
2015-11-16,99.4400024414062
2015-11-17,99.629997253418
2015-11-18,99.6500015258789
2015-11-19,98.9899978637695
2015-11-20,99.5699996948242
2015-11-22,
2015-11-23,99.8000030517578
2015-11-24,99.5299987792969
2015-11-25,99.8000030517578
2015-11-27,100.019996643066
2015-11-29,
2015-11-30,100.169998168945
2015-12-01,99.8000030517578
2015-12-02,99.9899978637695
2015-12-03,97.620002746582
2015-12-04,98.3499984741211
2015-12-06,
2015-12-07,98.6600036621094
2015-12-08,98.4700012207031
2015-12-09,97.3499984741211
2015-12-10,97.9400024414063
2015-12-11,97.5699996948242
2015-12-13,
2015-12-14,97.5999984741211
2015-12-15,98.2200012207031
2015-12-16,97.870002746582
2015-12-17,99.2699966430664
2015-12-18,98.6999969482422
2015-12-20,
2015-12-21,98.4599990844727
2015-12-22,98.2399978637695
2015-12-23,98.3399963378906
2015-12-24,97.9800033569336
2015-12-27,
2015-12-28,97.9199981689453
2015-12-29,98.0999984741211
2015-12-30,98.2699966430664
2015-12-31,98.629997253418
2016-01-03,
2016-01-04,98.870002746582
2016-01-05,99.4000015258789
2016-01-06,99.1800003051758
2016-01-07,98.2200012207031
2016-01-08,98.5400009155273
2016-01-10,
2016-01-11,98.7300033569336
2016-01-12,98.9700012207031
2016-01-13,98.9300003051758
2016-01-14,99.0899963378906
2016-01-15,98.9599990844727
2016-01-17,
2016-01-18,99.120002746582
2016-01-19,98.9899978637695
2016-01-20,99.0899963378906
2016-01-21,99.0599975585938
2016-01-22,99.5699996948242
2016-01-24,
2016-01-25,99.3600006103516
2016-01-26,99.3600006103516
2016-01-27,98.9000015258789
2016-01-28,98.5100021362305
2016-01-29,99.6100006103516
2016-01-31,
2016-02-01,99
2016-02-02,98.870002746582
2016-02-03,97.2900009155273
2016-02-04,96.4700012207031
2016-02-05,97.0299987792969
2016-02-07,
2016-02-08,96.5699996948242
2016-02-09,96.0699996948242
2016-02-10,95.8899993896484
2016-02-11,95.5599975585938
2016-02-12,95.9800033569336
2016-02-14,
2016-02-15,
2016-02-16,96.870002746582
2016-02-17,96.7900009155274
2016-02-18,96.9499969482422
2016-02-19,96.5999984741211
2016-02-21,
2016-02-22,97.379997253418
2016-02-23,97.4800033569336
2016-02-24,97.4599990844727
2016-02-25,97.2900009155273
2016-02-26,98.1500015258789
2016-02-28,
2016-02-29,98.2099990844727
2016-03-01,98.3499984741211
2016-03-02,98.2099990844727
2016-03-03,97.5699996948242
2016-03-04,97.3399963378906
